gdb_id,smiles,canonical_smiles,molecular_weight,logp,tpsa,hbd,hba,rotatable_bonds,logp_scaled,tpsa_scaled,kmeans_cluster
123,CNCC#N,CNCC#N,70.095,-0.2706200000000001,35.82,1,2,1,-6.961893952036739,-0.5676262551548338,0
124,C#CCOC,C#CCOC,70.091,0.266,9.23,0,1,1,-6.962422673552666,-0.03136788714986837,0
125,COCC#N,COCC#N,71.07900000000001,0.15638000000000002,33.019999999999996,0,2,1,-6.83182845911886,-0.14091401346030089,0
126,C#CCCO,C#CCCO,70.091,0.0020000000000000018,20.23,1,1,1,-6.962422673552666,-0.29518997569168726,0
127,N#CCCO,N#CCCO,71.079,-0.10762,44.019999999999996,1,2,1,-6.831828459118862,-0.40473610200211974,0
128,CCCC=O,CCCC=O,72.107,0.9854,17.07,0,1,2,-6.695947029525794,0.6875473041265879,0
129,CCNC=O,CCNC=O,73.095,-0.24769999999999998,29.1,1,1,2,-6.565352815091988,-0.5447217011041575,0
130,CCOC=O,CCOC=O,74.07900000000001,0.17930000000000001,26.3,0,2,2,-6.435287322174109,-0.11800945940962479,0
131,COCC=O,COCC=O,74.07900000000001,-0.1682999999999999,26.3,0,2,2,-6.435287322174109,-0.4653752093230195,0
132,O=CCCO,O=CCCO,74.079,-0.43229999999999996,37.3,1,2,2,-6.435287322174111,-0.7291972978648384,0
133,CCCCC,CCCCC,72.151,2.1965000000000003,0.0,0,0,2,-6.690131092850604,1.8978311353121822,0
134,CCCCO,CCCCO,74.12299999999999,0.7787999999999999,20.23,1,1,2,-6.429471385498922,0.4810865333207554,0
135,CCCOC,CCCOC,74.12299999999999,1.0428,9.23,0,1,2,-6.429471385498922,0.7449086218625742,0
136,CCOCC,CCOCC,74.123,1.0428000000000002,9.23,0,1,2,-6.42947138549892,0.7449086218625744,0
137,COCCO,COCCO,76.095,-0.37489999999999996,29.46,1,2,2,-6.168811678147238,-0.671835980128852,0
138,OCCCO,OCCCO,76.095,-0.6389,40.46,2,2,2,-6.168811678147238,-0.935658068670671,0
139,C#CC1CC1,C#CC1CC1,66.10300000000001,1.0295999999999998,0.0,0,0,0,-7.4895580249312195,0.7317175174354832,0
140,C#CC1CN1,C#CC1CN1,67.091,-0.4086,21.94,1,1,0,-7.358963810497417,-0.7055132694616525,0
141,C#CC1CO1,C#CC1CO1,68.075,0.018399999999999972,12.53,0,1,0,-7.228898317579538,-0.27880102776711974,0
142,N#CC1CC1,N#CC1CC1,67.09100000000001,0.91998,23.79,0,1,0,-7.358963810497415,0.6221713911250508,0
143,N#CC1CN1,N#CC1CN1,68.079,-0.5182200000000001,45.730000000000004,1,2,0,-7.2283695960636125,-0.8150593957720851,0
144,N#CC1CO1,N#CC1CO1,69.063,-0.09122000000000002,36.32,0,2,0,-7.0983041031457335,-0.3883471540775522,0
145,O=CC1CC1,O=CC1CC1,70.09100000000001,0.5952999999999999,17.07,0,1,1,-6.962422673552664,0.2977101952623321,0
146,O=CC1CN1,O=CC1CN1,71.079,-0.8429000000000002,39.010000000000005,1,2,1,-6.831828459118862,-1.139520591634804,0
147,O=CC1CO1,O=CC1CO1,72.063,-0.41590000000000005,29.6,0,2,1,-6.701762966200983,-0.7128083499402709,0
148,O=CN1CC1,O=CN1CC1,71.07900000000001,-0.5416000000000001,20.08,0,1,1,-6.83182845911886,-0.8384236398255235,0
149,CCC1CC1,CCC1CC1,70.135,1.8064,0.0,0,0,1,-6.956606736877475,1.5079940264479261,0
150,CCC1CO1,CCC1CO1,72.107,0.7952,12.53,0,1,1,-6.695947029525794,0.49747548124532304,0
151,CCN1CC1,CCN1CC1,71.123,0.32189999999999996,3.01,0,1,1,-6.826012522443671,0.024494441446675792,0
152,COC1CC1,COC1CC1,72.10700000000001,0.7952,9.23,0,1,1,-6.695947029525791,0.49747548124532304,0
153,OCC1CC1,OCC1CC1,72.10700000000001,0.3887,20.23,1,1,1,-6.695947029525791,0.09124942445649968,0
154,OCC1CN1,OCC1CN1,73.095,-1.0495,42.17,2,2,1,-6.565352815091988,-1.3459813624406363,0
155,OCC1CO1,OCC1CO1,74.07900000000001,-0.6225,32.76,1,2,1,-6.435287322174109,-0.9192691207461035,0
156,C1=CCCC1,C1=CCCC1,68.119,1.7265,0.0,0,0,0,-7.223082380904349,1.4281478716203073,0
157,C1=NCCO1,C1=NCCO1,71.079,0.04490000000000005,21.59,0,2,0,-6.831828459118862,-0.25231888630364163,0
158,C1=CCOC1,C1=CCOC1,70.091,0.5728,9.23,0,1,0,-6.962422673552666,0.2752253581706999,0
159,C1CCCC1,C1CCCC1,70.135,1.9505000000000001,0.0,0,0,0,-6.956606736877475,1.651996916443669,0
160,C1CCOC1,C1CCOC1,72.107,0.7968,9.23,0,1,0,-6.695947029525794,0.49907440299406125,0
161,C1COCO1,C1COCO1,74.079,-0.009299999999999975,18.46,0,2,0,-6.435287322174111,-0.30648236054215144,0
162,C1CC2CC12,C1CC2CC12,68.119,1.4163,0.0,0,0,0,-7.223082380904349,1.11815691758367,0
163,C1OC2CC12,C1OC2CC12,70.091,0.4051,9.23,0,1,0,-6.962422673552666,0.10763837238106724,0
164,C1CC2OC12,C1CC2OC12,70.091,0.5476,12.53,0,1,0,-6.962422673552666,0.2500423406280717,0
165,c1cn[nH]c1,c1cn[nH]c1,68.079,0.40969999999999995,28.68,1,1,0,-7.2283695960636125,0.11223527240868977,0
166,c1c[nH]nn1,c1c[nH]nn1,69.067,-0.19530000000000008,41.57,1,2,0,-7.097775381629808,-0.4923570138329784,0
167,c1nc[nH]n1,c1nc[nH]n1,69.067,-0.19530000000000008,41.57,1,2,0,-7.097775381629808,-0.4923570138329784,0
168,c1nnc[nH]1,c1nnc[nH]1,69.067,-0.19529999999999997,41.57,1,2,0,-7.097775381629808,-0.4923570138329783,0
169,c1cn[nH]n1,c1cn[nH]n1,69.067,-0.19530000000000008,41.57,1,2,0,-7.097775381629808,-0.4923570138329784,0
170,c1cnoc1,c1cnoc1,69.06299999999999,0.6746,26.03,0,2,0,-7.098304103145735,0.3769567544341739,0
171,c1conn1,c1conn1,70.051,0.06959999999999994,38.92,0,3,0,-6.967709888711929,-0.2276355318074943,0
172,c1ncon1,c1ncon1,70.051,0.06959999999999994,38.92,0,3,0,-6.967709888711929,-0.2276355318074943,0
173,c1nnco1,c1nnco1,70.051,0.0696,38.92,0,3,0,-6.967709888711929,-0.22763553180749424,0
174,c1nnno1,c1nnno1,71.03899999999999,-0.5354000000000001,51.81,0,4,0,-6.8371156742781265,-0.8322278180491626,0
175,c1cnon1,c1cnon1,70.051,0.06959999999999994,38.92,0,3,0,-6.967709888711929,-0.2276355318074943,0
176,c1nnon1,c1nnon1,71.039,-0.5354000000000001,51.81,0,4,0,-6.837115674278125,-0.8322278180491626,0
177,n1nnon1,n1nnon1,72.027,-1.1404,64.7,0,5,0,-6.7065214598443195,-1.4368201042908306,1
178,C#CC(C)=NO,C#CC(C)=NO,83.08999999999999,0.46970000000000006,32.59,1,2,0,-5.244209927171062,0.172194837986376,0
179,CC(CO)=NO,CC(CO)=NO,89.094,-0.17120000000000002,52.82000000000001,2,3,1,-4.450598931765634,-0.4682732549926078,1
180,CCC(C)=NO,CCC(C)=NO,87.12199999999999,1.2465,32.59,1,2,1,-4.711258639117317,0.9484713469988185,0
181,ON=C1CCC1,ON=C1CCC1,85.10600000000001,1.0005,32.59,1,2,0,-4.977734283144187,0.7026371281303055,0
182,ON=C1CNC1,ON=C1CNC1,86.094,-0.5802,44.620000000000005,2,3,0,-4.8471400687103845,-0.8769976270138348,1
183,ON=C1COC1,ON=C1COC1,87.078,-0.1532,41.82000000000001,1,3,0,-4.717074575792505,-0.45028538531930196,0
184,FC(F)(F)F,FC(F)(F)F,88.00300000000001,1.4756999999999998,0.0,0,0,0,-4.5948077252345385,1.1775168875055793,0
185,N=c1[nH]cco1,N=c1[nH]cco1,84.078,0.08717000000000008,52.78,2,2,0,-5.113615712737256,-0.21007737235416174,0
186,N=c1occo1,N=c1occo1,85.062,0.35207000000000005,50.13,1,3,0,-4.983550219819378,0.054644109671322376,0
187,O=c1[nH]cc[nH]1,O=c1[nH]cc[nH]1,84.078,-0.2970000000000001,48.65,2,1,0,-5.113615712737256,-0.5939884774871564,0
188,O=c1[nH]cco1,O=c1[nH]cco1,85.062,-0.03209999999999996,46.0,1,2,0,-4.983550219819378,-0.32926699546167215,0
189,O=c1occo1,O=c1occo1,86.04599999999999,0.23279999999999998,43.35,0,3,0,-4.853484726901501,-0.06454551343618806,0
190,Cc1ccc[nH]1,Cc1ccc[nH]1,81.11800000000001,1.3231199999999999,15.79,1,0,0,-5.504869634522742,1.0250397122415236,0
191,Cc1ccco1,Cc1ccco1,82.102,1.58802,13.14,0,1,0,-5.374804141604865,1.289761194267008,0
192,Cc1cnco1,Cc1cnco1,83.08999999999999,0.9830199999999999,26.03,0,2,0,-5.244209927171062,0.6851689080253397,0
193,Cc1ncco1,Cc1ncco1,83.08999999999999,0.98302,26.03,0,2,0,-5.244209927171062,0.6851689080253397,0
194,Nc1ccc[nH]1,Nc1ccc[nH]1,82.10600000000001,0.5969,41.81,2,1,0,-5.374275420088938,0.29930911701107044,0
195,Nc1ccco1,Nc1ccco1,83.09,0.8618000000000001,39.16,1,2,0,-5.2442099271710605,0.5640305990365546,0
196,Nc1cnco1,Nc1cnco1,84.07799999999999,0.25680000000000014,52.05,1,3,0,-5.113615712737258,-0.04056168720511345,0
197,Nc1ncco1,Nc1ncco1,84.07799999999999,0.25680000000000003,52.05,1,3,0,-5.113615712737258,-0.040561687205113564,0
198,Oc1ccc[nH]1,Oc1ccc[nH]1,83.09,0.7202999999999999,36.019999999999996,2,1,0,-5.2442099271710605,0.4226259568825115,0
199,Oc1cnc[nH]1,Oc1cnc[nH]1,84.07799999999999,0.1152999999999999,48.910000000000004,2,2,0,-5.113615712737258,-0.18196632935915674,0
200,Oc1ncc[nH]1,Oc1ncc[nH]1,84.078,0.1152999999999999,48.910000000000004,2,2,0,-5.113615712737256,-0.18196632935915674,0
201,Cc1cc[nH]c1,Cc1cc[nH]c1,81.118,1.3231199999999999,15.79,1,0,0,-5.504869634522744,1.0250397122415236,0
202,Cc1c[nH]cn1,Cc1c[nH]cn1,82.10600000000001,0.7181199999999999,28.68,1,1,0,-5.374275420088938,0.42044742599985546,0
203,Cc1ccoc1,Cc1ccoc1,82.102,1.58802,13.14,0,1,0,-5.374804141604865,1.289761194267008,0
204,Cc1cocn1,Cc1cocn1,83.09,0.98302,26.03,0,2,0,-5.2442099271710605,0.6851689080253397,0
205,Nc1cc[nH]c1,Nc1cc[nH]c1,82.106,0.5969,41.81,2,1,0,-5.3742754200889395,0.29930911701107044,0
206,Nc1c[nH]cn1,Nc1c[nH]cn1,83.09400000000001,-0.008099999999999885,54.7,2,2,0,-5.243681205655133,-0.3052831692305976,0
207,Nc1ccoc1,Nc1ccoc1,83.09,0.8618000000000001,39.16,1,2,0,-5.2442099271710605,0.5640305990365546,0
208,Nc1cocn1,Nc1cocn1,84.078,0.25680000000000003,52.05,1,3,0,-5.113615712737256,-0.040561687205113564,0
209,Oc1cc[nH]c1,Oc1cc[nH]c1,83.08999999999999,0.7202999999999999,36.019999999999996,2,1,0,-5.244209927171062,0.4226259568825115,0
210,Oc1c[nH]cn1,Oc1c[nH]cn1,84.078,0.1152999999999999,48.91,2,2,0,-5.113615712737256,-0.18196632935915674,0
211,Oc1cocn1,Oc1cocn1,85.062,0.3802,46.260000000000005,1,3,0,-4.983550219819378,0.08275515266632748,0
212,Cn1cccc1,Cn1cccc1,81.118,1.0251,4.93,0,1,0,-5.504869634522744,0.7272205500171568,0
213,Cn1ccnc1,Cn1ccnc1,82.106,0.4200999999999999,17.82,0,2,0,-5.3742754200889395,0.12262826377548866,0
214,c1ccccc1,c1ccccc1,78.11399999999999,1.6866,0.0,0,0,0,-5.901939492983422,1.3882747605111463,0
215,c1ccncc1,c1ccncc1,79.10199999999998,1.0816,12.89,0,1,0,-5.771345278549619,0.7836824742694779,0
216,c1cnccn1,c1cnccn1,80.09,0.4765999999999999,25.78,0,2,0,-5.640751064115811,0.17909018802780974,0
217,c1cncnc1,c1cncnc1,80.08999999999999,0.4765999999999999,25.78,0,2,0,-5.640751064115813,0.17909018802780974,0
218,c1ncncn1,c1ncncn1,81.07799999999999,-0.12840000000000007,38.67,0,3,0,-5.510156849682009,-0.4255020982138584,0
219,C#CC(C)(C)C,C#CC(C)(C)C,82.14599999999999,1.6657,0.0,0,0,0,-5.3689882049296775,1.367388845168252,0
220,CC(C)(C)C#N,CC(C)(C)C#N,83.134,1.55608,23.79,0,1,0,-5.238393990495871,1.2578427188578196,0
221,CC(C)(N)C#N,CC(C)(N)C#N,84.122,0.24728000000000006,49.81,1,2,0,-5.107799776062066,-0.050075271610106394,0
222,C#CC(C)(C)O,C#CC(C)(C)O,84.11799999999998,0.3905,20.23,1,1,0,-5.108328497577995,0.09304821142383028,0
