gdb_id,canonical_smiles,smiles,molecular_weight,logp,tpsa,hbd,hba,rotatable_bonds,homo_energy,lumo_energy,dipole_moment,kmeans_cluster,hdbscan_cluster
69,CC(O)C=O,CC(O)C=O,74.07900000000001,-0.4339000000000002,37.3,1,2,1,-0.255,-0.0279,2.8354,2,-2
70,CN(C)C=O,CN(C)C=O,73.095,-0.2956000000000001,20.310000000000002,0,1,1,-0.2424,0.0327,3.7163,2,-2
71,CC(=O)CO,CC(=O)CO,74.079,-0.43229999999999996,37.3,1,2,1,-0.2699,-0.0262,2.9514,2,-1
72,CCC(C)=O,CCC(C)=O,72.10699999999999,0.9854,17.07,0,1,1,-0.2423,-0.0072,2.6168,2,-2
73,CCC(N)=O,CCC(N)=O,73.09499999999998,-0.11829999999999996,43.09,1,1,1,-0.2438,0.0355,3.499,2,-2
74,CNC(C)=O,CNC(C)=O,73.095,-0.24770000000000003,29.1,1,1,0,-0.2418,0.0387,3.5402,2,-2
75,CNC(N)=O,CNC(N)=O,74.083,-0.7155,55.12,2,1,0,-0.2436,0.0599,3.5648,2,-2
76,COC(C)=N,COC(C)=N,73.095,0.6299699999999999,33.08,1,2,0,-0.2595,0.0352,1.1876,2,-2
77,COC(C)=O,COC(C)=O,74.079,0.17930000000000001,26.3,0,2,0,-0.2685,0.0174,1.7569,2,-2
78,COC(N)=O,COC(N)=O,75.067,-0.2884999999999999,52.32,1,2,0,-0.2669,0.0575,2.329,2,-2
79,NC(=O)CO,NC(=O)CO,75.067,-1.536,63.32000000000001,2,2,1,-0.246,0.0273,4.5676,1,-2
80,[NH3+]CC(=O)[O-],[NH3+]CC(=O)[O-],75.06700000000001,-3.0218,67.77,1,2,1,-0.2527,0.0208,5.3004,1,-2
81,CC(C)CO,CC(C)CO,74.12299999999999,0.6347,20.23,1,1,1,-0.2629,0.0789,1.3149,2,-2
82,CC(O)CO,CC(O)CO,76.095,-0.6405000000000001,40.46,2,2,1,-0.2597,0.0631,2.2854,0,-2
83,CCC(C)C,CCC(C)C,72.151,2.0524,0.0,0,0,1,-0.3085,0.085,0.0618,2,-2
84,CCC(C)O,CCC(C)O,74.12299999999999,0.7771999999999999,20.23,1,1,1,-0.2617,0.0733,1.3894,2,-2
85,COC(C)C,COC(C)C,74.123,1.0412,9.23,0,1,1,-0.2476,0.086,1.0758,2,-2
86,CC1(C)CC1,CC1(C)CC1,70.135,1.8064,0.0,0,0,0,-0.2633,0.0893,0.1068,2,-2
87,CC1(C)CO1,CC1(C)CO1,72.107,0.7952,12.53,0,1,0,-0.2596,0.091,1.8235,2,0
88,CC1(O)CC1,CC1(O)CC1,72.10700000000001,0.5312,20.23,1,1,0,-0.2494,0.0776,1.3822,2,0
89,N=C1CCO1,N=C1CCO1,71.079,0.38397,33.08,1,2,0,-0.263,0.0277,2.5732,2,-2
90,O=C1CCC1,O=C1CCC1,70.09100000000001,0.7394000000000001,17.07,0,1,0,-0.2415,-0.0194,2.7119,2,0
91,O=C1CCN1,O=C1CCN1,71.079,-0.49369999999999997,29.1,1,1,0,-0.25,0.038,3.6671,2,-2
92,O=C1CCO1,O=C1CCO1,72.063,-0.06669999999999998,26.3,0,2,0,-0.2788,0.0089,3.9339,2,-2
93,O=C1CNC1,O=C1CNC1,71.07900000000001,-0.8412999999999999,29.1,1,2,0,-0.2437,-0.0258,2.5257,2,-2
94,O=C1COC1,O=C1COC1,72.063,-0.4143,26.3,0,2,0,-0.2647,-0.0352,0.8477,2,-2
95,CC1CCC1,CC1CCC1,70.135,1.8064,0.0,0,0,0,-0.2896,0.0927,0.095,2,-2
96,CC1CCO1,CC1CCO1,72.107,0.7952,9.23,0,1,0,-0.241,0.0915,1.6826,2,-2
97,CC1COC1,CC1COC1,72.107,0.6527000000000001,9.23,0,1,0,-0.2419,0.0814,1.8995,2,-2
98,OC1CCC1,OC1CCC1,72.107,0.5312,20.23,1,1,0,-0.256,0.0801,1.4604,2,0
99,OC1COC1,OC1COC1,74.07900000000001,-0.6225,29.46,1,2,0,-0.2465,0.0604,2.4158,2,-2
100,CC1CC1C,CC1CC1C,70.135,1.6622999999999999,0.0,0,0,0,-0.2632,0.094,0.1023,2,-2
101,CC1CC1O,CC1CC1O,72.107,0.38710000000000006,20.23,1,1,0,-0.2518,0.0822,1.3092,2,-2
102,CC1CN1C,CC1CN1C,71.12299999999999,0.32030000000000003,3.01,0,1,0,-0.2199,0.0931,1.2483,2,-2
103,CC1OC1C,CC1OC1C,72.107,0.7936,12.53,0,1,0,-0.2573,0.0984,1.8159,2,-2
104,OC1CC1O,OC1CC1O,74.079,-0.8881000000000001,40.46,2,2,0,-0.2369,0.0642,2.4925,0,-2
105,C1C2CC1C2,C1C2CC1C2,68.119,1.4163,0.0,0,0,0,-0.2974,0.1082,0.0002,2,-2
106,C1C2CC1O2,C1C2CC1O2,70.091,0.5476,9.23,0,1,0,-0.2352,0.0994,1.8725,2,-2
107,C#CCC#C,C#CCC#C,64.08699999999999,0.6429,0.0,0,0,0,-0.2633,0.0345,0.4777,2,-2
108,C#CCC#N,C#CCC#N,65.075,0.53328,23.79,0,1,0,-0.2911,0.0111,3.5925,2,-2
109,N#CCC#N,N#CCC#N,66.063,0.42366000000000004,47.58,0,2,0,-0.3494,-0.0151,3.6958,2,-1
110,C#CCC=O,C#CCC=O,68.075,0.2086,17.07,0,1,1,-0.2583,-0.0337,2.0711,2,-2
111,N#CCC=O,N#CCC=O,69.063,0.09897999999999996,40.86,0,2,1,-0.2868,-0.0568,2.172,2,-1
112,N=CNC=O,N=CNC=O,72.06700000000001,-0.6605300000000001,52.95,2,2,2,-0.2491,-0.0216,5.0884,1,-2
113,N=COC=O,N=COC=O,73.051,-0.23352999999999996,50.15,1,3,2,-0.2934,-0.0298,4.2338,0,-2
114,O=CNC=O,O=CNC=O,73.051,-1.1112000000000002,46.17,1,2,2,-0.2608,-0.0416,5.2904,0,-2
115,C#CC#CC,C#CC#CC,64.08699999999999,0.6429,0.0,0,0,0,-0.242,-0.0085,1.1881,2,-2
116,CC#CC#N,CC#CC#N,65.075,0.53328,23.79,0,1,0,-0.2871,-0.0377,5.1545,2,-1
117,CC#CC=O,CC#CC=O,68.075,0.2086,17.07,0,1,0,-0.2642,-0.0592,3.783,2,-2
118,CC#CCO,CC#CCO,70.091,0.0020000000000000573,20.23,1,1,0,-0.2421,0.0368,1.2486,2,-2
119,CC#CCC,CC#CCC,68.119,1.4197,0.0,0,0,0,-0.2401,0.0631,0.078,2,-2
120,CN=COC,CN=COC,73.095,0.29090000000000005,21.59,0,2,1,-0.2481,0.0251,2.9091,2,-1
121,C#CCCC,C#CCCC,68.119,1.4197,0.0,0,0,1,-0.2586,0.0583,0.7752,2,-2
122,CCCC#N,CCCC#N,69.107,1.31008,23.79,0,1,1,-0.3185,0.0365,4.0641,2,-1
123,CNCC#N,CNCC#N,70.095,-0.2706200000000001,35.82,1,2,1,-0.249,0.0208,4.1469,2,-2
124,C#CCOC,C#CCOC,70.091,0.266,9.23,0,1,1,-0.2565,0.0324,1.3623,2,-2
125,COCC#N,COCC#N,71.07900000000001,0.15638000000000002,33.019999999999996,0,2,1,-0.2859,0.008,4.5445,2,-1
126,C#CCCO,C#CCCO,70.091,0.0020000000000000018,20.23,1,1,1,-0.2624,0.0549,1.3892,2,-2
127,N#CCCO,N#CCCO,71.079,-0.10762,44.019999999999996,1,2,1,-0.2914,0.0323,3.7158,2,-2
128,CCCC=O,CCCC=O,72.107,0.9854,17.07,0,1,2,-0.2487,-0.0195,2.7552,2,-1
129,CCNC=O,CCNC=O,73.095,-0.24769999999999998,29.1,1,1,2,-0.2499,0.0335,3.694,2,-1
130,CCOC=O,CCOC=O,74.07900000000001,0.17930000000000001,26.3,0,2,2,-0.2778,0.0091,4.0425,2,-2
131,COCC=O,COCC=O,74.07900000000001,-0.1682999999999999,26.3,0,2,2,-0.2577,-0.0282,2.7959,2,-2
132,O=CCCO,O=CCCO,74.079,-0.43229999999999996,37.3,1,2,2,-0.2536,-0.0285,1.4229,2,-2
133,CCCCC,CCCCC,72.151,2.1965000000000003,0.0,0,0,2,-0.3105,0.0925,0.0603,2,-2
134,CCCCO,CCCCO,74.12299999999999,0.7787999999999999,20.23,1,1,2,-0.2615,0.0813,1.3815,2,-2
135,CCCOC,CCCOC,74.12299999999999,1.0428,9.23,0,1,2,-0.25,0.0926,0.9755,2,-2
136,CCOCC,CCOCC,74.123,1.0428000000000002,9.23,0,1,2,-0.2483,0.0931,0.9301,2,-2
137,COCCO,COCCO,76.095,-0.37489999999999996,29.46,1,2,2,-0.261,0.0821,2.2019,2,-2
138,OCCCO,OCCCO,76.095,-0.6389,40.46,2,2,2,-0.2607,0.0779,2.7191,0,-2
139,C#CC1CC1,C#CC1CC1,66.10300000000001,1.0295999999999998,0.0,0,0,0,-0.2425,0.0503,0.8635,2,-2
140,C#CC1CN1,C#CC1CN1,67.091,-0.4086,21.94,1,1,0,-0.2422,0.0322,1.2763,2,-1
141,C#CC1CO1,C#CC1CO1,68.075,0.018399999999999972,12.53,0,1,0,-0.265,0.0189,1.7013,2,-2
142,N#CC1CC1,N#CC1CC1,67.09100000000001,0.91998,23.79,0,1,0,-0.2931,0.0289,4.1966,2,-2
143,N#CC1CN1,N#CC1CN1,68.079,-0.5182200000000001,45.730000000000004,1,2,0,-0.2775,0.0076,2.8377,2,-1
144,N#CC1CO1,N#CC1CO1,69.063,-0.09122000000000002,36.32,0,2,0,-0.3077,-0.0072,3.6533,2,-2
145,O=CC1CC1,O=CC1CC1,70.09100000000001,0.5952999999999999,17.07,0,1,1,-0.2486,-0.0157,3.147,2,-2
146,O=CC1CN1,O=CC1CN1,71.079,-0.8429000000000002,39.010000000000005,1,2,1,-0.2639,-0.0381,2.03,2,-2
147,O=CC1CO1,O=CC1CO1,72.063,-0.41590000000000005,29.6,0,2,1,-0.2636,-0.0418,2.3951,2,-2
148,O=CN1CC1,O=CN1CC1,71.07900000000001,-0.5416000000000001,20.08,0,1,1,-0.2555,-0.0013,3.2517,2,-2
149,CCC1CC1,CCC1CC1,70.135,1.8064,0.0,0,0,1,-0.2723,0.0986,0.095,2,-2
150,CCC1CO1,CCC1CO1,72.107,0.7952,12.53,0,1,1,-0.2623,0.0976,1.7468,2,0
151,CCN1CC1,CCN1CC1,71.123,0.32189999999999996,3.01,0,1,1,-0.2299,0.095,1.0617,2,-2
152,COC1CC1,COC1CC1,72.10700000000001,0.7952,9.23,0,1,1,-0.244,0.0955,1.0906,2,-2
153,OCC1CC1,OCC1CC1,72.10700000000001,0.3887,20.23,1,1,1,-0.2601,0.079,1.3201,2,-2
154,OCC1CN1,OCC1CN1,73.095,-1.0495,42.17,2,2,1,-0.2436,0.0677,2.9395,0,-2
155,OCC1CO1,OCC1CO1,74.07900000000001,-0.6225,32.76,1,2,1,-0.2641,0.0777,1.7822,2,-2
156,C1=CCCC1,C1=CCCC1,68.119,1.7265,0.0,0,0,0,-0.2335,0.0325,0.1413,2,-2
157,C1=NCCO1,C1=NCCO1,71.079,0.04490000000000005,21.59,0,2,0,-0.2479,0.0241,1.6299,2,-2
158,C1=CCOC1,C1=CCOC1,70.091,0.5728,9.23,0,1,0,-0.2303,0.0188,1.5715,2,-2
159,C1CCCC1,C1CCCC1,70.135,1.9505000000000001,0.0,0,0,0,-0.3078,0.0844,0.001,2,-2
160,C1CCOC1,C1CCOC1,72.107,0.7968,9.23,0,1,0,-0.2479,0.0825,1.465,2,-2
161,C1COCO1,C1COCO1,74.079,-0.009299999999999975,18.46,0,2,0,-0.2572,0.0865,1.3482,2,-2
162,C1CC2CC12,C1CC2CC12,68.119,1.4163,0.0,0,0,0,-0.2519,0.0987,0.2527,2,-1
163,C1OC2CC12,C1OC2CC12,70.091,0.4051,9.23,0,1,0,-0.2337,0.0853,1.7167,2,-1
164,C1CC2OC12,C1CC2OC12,70.091,0.5476,12.53,0,1,0,-0.2517,0.0951,1.8518,2,-2
165,c1cn[nH]c1,c1cn[nH]c1,68.079,0.40969999999999995,28.68,1,1,0,-0.2438,0.0239,2.2277,2,-1
166,c1c[nH]nn1,c1c[nH]nn1,69.067,-0.19530000000000008,41.57,1,2,0,-0.2641,-0.0023,4.2954,2,-2
167,c1nc[nH]n1,c1nc[nH]n1,69.067,-0.19530000000000008,41.57,1,2,0,-0.2705,0.0059,2.79,2,-2
168,c1nnc[nH]1,c1nnc[nH]1,69.067,-0.19529999999999997,41.57,1,2,0,-0.2551,0.0164,5.498,2,-2
169,c1cn[nH]n1,c1cn[nH]n1,69.067,-0.19530000000000008,41.57,1,2,0,-0.2742,-0.0055,0.0597,2,-2
170,c1cnoc1,c1cnoc1,69.06299999999999,0.6746,26.03,0,2,0,-0.2677,-0.0138,2.8629,2,-2
171,c1conn1,c1conn1,70.051,0.06959999999999994,38.92,0,3,0,-0.2862,-0.044,3.4411,2,-2
172,c1ncon1,c1ncon1,70.051,0.06959999999999994,38.92,0,3,0,-0.3054,-0.0335,1.126,2,-1
173,c1nnco1,c1nnco1,70.051,0.0696,38.92,0,3,0,-0.2889,-0.0178,3.1035,2,-2
174,c1nnno1,c1nnno1,71.03899999999999,-0.5354000000000001,51.81,0,4,0,-0.331,-0.0643,2.8915,0,-2
175,c1cnon1,c1cnon1,70.051,0.06959999999999994,38.92,0,3,0,-0.3213,-0.0515,3.2148,2,-2
176,c1nnon1,c1nnon1,71.039,-0.5354000000000001,51.81,0,4,0,-0.3379,-0.0815,1.9641,0,-1
177,n1nnon1,n1nnon1,72.027,-1.1404,64.7,0,5,0,-0.3671,-0.1073,0.6581,1,-1
178,C#CC(C)=NO,C#CC(C)=NO,83.08999999999999,0.46970000000000006,32.59,1,2,0,-0.2383,-0.0315,0.6411,2,-2
179,CC(CO)=NO,CC(CO)=NO,89.094,-0.17120000000000002,52.82000000000001,2,3,1,-0.2502,0.0066,1.9975,1,-2
180,CCC(C)=NO,CCC(C)=NO,87.12199999999999,1.2465,32.59,1,2,1,-0.239,0.0173,0.6759,2,-2
181,ON=C1CCC1,ON=C1CCC1,85.10600000000001,1.0005,32.59,1,2,0,-0.2405,0.0074,0.8763,2,-1
182,ON=C1CNC1,ON=C1CNC1,86.094,-0.5802,44.620000000000005,2,3,0,-0.23,0.0026,1.2383,1,-2
183,ON=C1COC1,ON=C1COC1,87.078,-0.1532,41.82000000000001,1,3,0,-0.2498,-0.0046,1.1556,0,-1
184,FC(F)(F)F,FC(F)(F)F,88.00300000000001,1.4756999999999998,0.0,0,0,0,-0.4286,0.1935,0.0003,2,-2
185,N=c1[nH]cco1,N=c1[nH]cco1,84.078,0.08717000000000008,52.78,2,2,0,-0.1947,0.0288,3.2823,0,-2
186,N=c1occo1,N=c1occo1,85.062,0.35207000000000005,50.13,1,3,0,-0.2262,0.0118,3.6351,0,-2
187,O=c1[nH]cc[nH]1,O=c1[nH]cc[nH]1,84.078,-0.2970000000000001,48.65,2,1,0,-0.1951,0.0406,3.6997,2,-1
188,O=c1[nH]cco1,O=c1[nH]cco1,85.062,-0.03209999999999996,46.0,1,2,0,-0.2215,0.0207,4.6537,2,-2
189,O=c1occo1,O=c1occo1,86.04599999999999,0.23279999999999998,43.35,0,3,0,-0.253,0.0027,4.4195,0,-2
190,Cc1ccc[nH]1,Cc1ccc[nH]1,81.11800000000001,1.3231199999999999,15.79,1,0,0,-0.1934,0.0496,1.9162,2,-2
191,Cc1ccco1,Cc1ccco1,82.102,1.58802,13.14,0,1,0,-0.2124,0.0239,0.5222,2,9
192,Cc1cnco1,Cc1cnco1,83.08999999999999,0.9830199999999999,26.03,0,2,0,-0.2364,0.0066,2.0636,2,-2
193,Cc1ncco1,Cc1ncco1,83.08999999999999,0.98302,26.03,0,2,0,-0.2371,0.0082,1.3368,2,-2
194,Nc1ccc[nH]1,Nc1ccc[nH]1,82.10600000000001,0.5969,41.81,2,1,0,-0.185,0.0556,1.5102,2,-2
195,Nc1ccco1,Nc1ccco1,83.09,0.8618000000000001,39.16,1,2,0,-0.1844,0.0397,1.5774,2,-2
196,Nc1cnco1,Nc1cnco1,84.07799999999999,0.25680000000000014,52.05,1,3,0,-0.2049,0.0202,2.9659,0,-1
197,Nc1ncco1,Nc1ncco1,84.07799999999999,0.25680000000000003,52.05,1,3,0,-0.2088,0.0284,1.8589,0,-2
198,Oc1ccc[nH]1,Oc1ccc[nH]1,83.09,0.7202999999999999,36.019999999999996,2,1,0,-0.1814,0.0635,0.9982,2,-2
199,Oc1cnc[nH]1,Oc1cnc[nH]1,84.07799999999999,0.1152999999999999,48.910000000000004,2,2,0,-0.2022,0.0448,2.938,0,-1
200,Oc1ncc[nH]1,Oc1ncc[nH]1,84.078,0.1152999999999999,48.910000000000004,2,2,0,-0.2051,0.0505,2.18,0,-2
201,Cc1cc[nH]c1,Cc1cc[nH]c1,81.118,1.3231199999999999,15.79,1,0,0,-0.1982,0.0533,1.6978,2,-2
202,Cc1c[nH]cn1,Cc1c[nH]cn1,82.10600000000001,0.7181199999999999,28.68,1,1,0,-0.2157,0.0376,3.3147,2,12
203,Cc1ccoc1,Cc1ccoc1,82.102,1.58802,13.14,0,1,0,-0.2183,0.025,0.8398,2,-2
204,Cc1cocn1,Cc1cocn1,83.09,0.98302,26.03,0,2,0,-0.2395,0.0074,1.3204,2,-2
205,Nc1cc[nH]c1,Nc1cc[nH]c1,82.106,0.5969,41.81,2,1,0,-0.1741,0.0558,1.8044,2,-2
206,Nc1c[nH]cn1,Nc1c[nH]cn1,83.09400000000001,-0.008099999999999885,54.7,2,2,0,-0.1849,0.0391,3.0074,0,-2
207,Nc1ccoc1,Nc1ccoc1,83.09,0.8618000000000001,39.16,1,2,0,-0.1947,0.029,1.7218,2,-2
208,Nc1cocn1,Nc1cocn1,84.078,0.25680000000000003,52.05,1,3,0,-0.2057,0.0107,1.6737,0,-2
209,Oc1cc[nH]c1,Oc1cc[nH]c1,83.08999999999999,0.7202999999999999,36.019999999999996,2,1,0,-0.1864,0.05,1.6811,2,-2
210,Oc1c[nH]cn1,Oc1c[nH]cn1,84.078,0.1152999999999999,48.91,2,2,0,-0.2006,0.0315,2.8207,0,-2
211,Oc1cocn1,Oc1cocn1,85.062,0.3802,46.260000000000005,1,3,0,-0.2242,0.001,0.4508,0,-2
212,Cn1cccc1,Cn1cccc1,81.118,1.0251,4.93,0,1,0,-0.2006,0.0463,2.0318,2,-2
213,Cn1ccnc1,Cn1ccnc1,82.106,0.4200999999999999,17.82,0,2,0,-0.2216,0.0324,3.9054,2,-2
214,c1ccccc1,c1ccccc1,78.11399999999999,1.6866,0.0,0,0,0,-0.2475,0.0029,0.0,2,3
215,c1ccncc1,c1ccncc1,79.10199999999998,1.0816,12.89,0,1,0,-0.2518,-0.0225,2.1103,2,-2
216,c1cnccn1,c1cnccn1,80.09,0.4765999999999999,25.78,0,2,0,-0.2493,-0.0511,0.0,2,-2
217,c1cncnc1,c1cncnc1,80.08999999999999,0.4765999999999999,25.78,0,2,0,-0.2531,-0.0415,2.2031,2,-2
218,c1ncncn1,c1ncncn1,81.07799999999999,-0.12840000000000007,38.67,0,3,0,-0.2768,-0.0554,0.0001,0,-2
219,C#CC(C)(C)C,C#CC(C)(C)C,82.14599999999999,1.6657,0.0,0,0,0,-0.2585,0.0629,0.6082,2,-2
220,CC(C)(C)C#N,CC(C)(C)C#N,83.134,1.55608,23.79,0,1,0,-0.3156,0.0438,3.9525,2,-2
221,CC(C)(N)C#N,CC(C)(N)C#N,84.122,0.24728000000000006,49.81,1,2,0,-0.2675,0.0349,2.8519,2,-2
